jenis_kelamin,prodi,smta,jurusan,ayah,ibu,pendapatan,UN,IPK
Perempuan,Arsitektur,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,TINGGI,DASAR,5.000-20.000,Baik,Cukup
Laki-laki,TI,SMKS,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Baik,Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMKS,TEKNIK,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Biologi,MAN,IPA,TINGGI,TINGGI,5.000-20.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPS,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,PWK,SMAN,IPA,MENENGAH,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,MAN,IPA,MENENGAH,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,DASAR,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Peternakan,MAS,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,Arsitektur,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Kimia,MAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,TI,SMKN,TEKNIK,MENENGAH,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,MAS,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,MAS,IPA,MENENGAH,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Fisika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,MAS,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMKN,TEKNIK,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,MAS,IPS,DASAR,MENENGAH,500-1.000,Cukup,Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,SI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,SMKS,TEKNIK,DASAR,MENENGAH,500-1.000,Cukup,Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Arsitektur,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,MAS,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,DASAR,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,TI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,TINGGI,DASAR,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAS,IPS,TINGGI,DASAR,5.000-20.000,Cukup,Cukup
Laki-laki,TI,MAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,DASAR,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,TI,SMKN,TEKNIK,MENENGAH,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Cumlaude
Laki-laki,Peternakan,SMKS,PERTANIAN,DASAR,MENENGAH,100-500,Baik,Memuaskan
Laki-laki,Peternakan,SMKS,PERTANIAN,MENENGAH,MENENGAH,100-500,Kurang,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,TI,SMKN,TEKNIK,TINGGI,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,MENENGAH,100-500,Cukup,Sangat Memuaskan
Laki-laki,SI,SMAN,IPS,DASAR,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,SI,SMAN,IPA,MENENGAH,MENENGAH,100-500,Cukup,Sangat Memuaskan
Perempuan,SI,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMKN,EKONOMI,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,MAN,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,TI,MAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,MAS,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,MENENGAH,DASAR,100-500,Cukup,Sangat Memuaskan
Laki-laki,Kimia,MAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Kurang,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,MENENGAH,DASAR,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Kimia,MAS,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMAS,IPA,MENENGAH,TINGGI,2.000-5.000,Cukup,Cumlaude
Laki-laki,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,MAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Laki-laki,Biologi,SMKS,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,MAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Cumlaude
Laki-laki,Peternakan,SMKN,TEKNIK,MENENGAH,MENENGAH,2.000-5.000,Baik,Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Biologi,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,TINGGI,100-500,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,PERTANIAN,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Laki-laki,Peternakan,MAS,IPA,MENENGAH,DASAR,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Peternakan,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Arsitektur,MAS,IPA,TINGGI,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMKS,TEKNIK,DASAR,MENENGAH,2.000-5.000,Baik,Memuaskan
Laki-laki,TI,SMAS,IPA,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,MENENGAH,MENENGAH,2.000-5.000,Baik,Memuaskan
Laki-laki,TI,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Baik,Cumlaude
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,TI,MAN,IPA,MENENGAH,TINGGI,1.000-2.000,Sangat Baik,Cumlaude
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,TINGGI,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Kurang,Cumlaude
Perempuan,Fisika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Cukup,Cumlaude
Perempuan,Fisika,MAS,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Kimia,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Matematika,SMKN,EKONOMI,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,Matematika,MAS,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMKS,TEKNIK,TINGGI,DASAR,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,MENENGAH,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Matematika,MAN,IPA,MENENGAH,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Perempuan,Matematika,MAN,IPA,MENENGAH,TINGGI,1.000-2.000,Cukup,Cumlaude
Perempuan,Matematika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,PWK,SMAN,IPA,TINGGI,MENENGAH,100-500,Cukup,Sangat Memuaskan
Perempuan,PWK,SMKN,TEKNIK,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,DASAR,MENENGAH,100-500,Baik,Sangat Memuaskan
Laki-laki,SI,MAN,IPS,MENENGAH,MENENGAH,2.000-5.000,Cukup,Memuaskan
Laki-laki,SI,SMAN,IPS,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,MENENGAH,MENENGAH,5.000-20.000,Kurang,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Kimia,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,DASAR,5.000-20.000,Kurang,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,Biologi,MAS,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Baik,Sangat Memuaskan
Laki-laki,Biologi,MAS,IPS,DASAR,MENENGAH,1.000-2.000,Baik,Memuaskan
Laki-laki,Biologi,SMAN,IPA,TINGGI,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,PWK,MAS,IPA,TINGGI,MENENGAH,2.000-5.000,Kurang,Sangat Memuaskan
Laki-laki,PWK,SMKS,TEKNIK,DASAR,MENENGAH,100-500,Cukup,Memuaskan
Laki-laki,PWK,SMAN,IPA,MENENGAH,DASAR,100-500,Cukup,Sangat Memuaskan
Laki-laki,PWK,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,PWK,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,PWK,SMAS,IPA,TINGGI,DASAR,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,TINGGI,DASAR,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Perempuan,Kimia,SMKS,TEKNIK,MENENGAH,MENENGAH,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Arsitektur,SMKS,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Perempuan,Arsitektur,SMAN,IPA,MENENGAH,TINGGI,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,TI,SMAN,IPS,TINGGI,MENENGAH,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMKS,PERTANIAN,MENENGAH,DASAR,100-500,Baik,Sangat Memuaskan
Laki-laki,TI,SMKN,TEKNIK,TINGGI,MENENGAH,2.000-5.000,Baik,Sangat Memuaskan
Laki-laki,TI,MAS,IPA,DASAR,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Laki-laki,TI,MAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,TI,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,MENENGAH,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,Biologi,SMKN,TEKNIK,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Biologi,SMAN,IPA,MENENGAH,MENENGAH,100-500,Baik,Sangat Memuaskan
Laki-laki,Biologi,SMKS,TEKNIK,DASAR,DASAR,1.000-2.000,Baik,Sangat Memuaskan
Laki-laki,Biologi,MAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Fisika,MAN,IPA,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Kurang,Sangat Memuaskan
Laki-laki,Fisika,MAN,IPA,MENENGAH,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,100-500,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,TINGGI,2.000-5.000,Sangat Baik,Cumlaude
Laki-laki,Fisika,SMAN,IPA,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Laki-laki,Fisika,SMKN,TEKNIK,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,MENENGAH,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,MENENGAH,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Matematika,MAN,IPA,MENENGAH,MENENGAH,500-1.000,Baik,Sangat Memuaskan
Perempuan,Matematika,MAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,MAS,IPA,MENENGAH,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,MENENGAH,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,MAN,IPA,TINGGI,MENENGAH,2.000-5.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Matematika,SMAN,IPA,MENENGAH,DASAR,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,DASAR,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,DASAR,MENENGAH,500-1.000,Cukup,Sangat Memuaskan
Perempuan,Matematika,MAS,IPA,MENENGAH,DASAR,2.000-5.000,Kurang,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,TINGGI,TINGGI,5.000-20.000,Cukup,Sangat Memuaskan
Perempuan,Matematika,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Cukup,Sangat Memuaskan
Laki-laki,Peternakan,SMKN,TEKNIK,TINGGI,DASAR,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,MENENGAH,DASAR,1.000-2.000,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,DASAR,MENENGAH,100-500,Kurang,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Laki-laki,PWK,MAS,IPS,MENENGAH,TINGGI,2.000-5.000,Cukup,Memuaskan
Laki-laki,Biologi,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,MAN,IPS,DASAR,DASAR,100-500,Sangat Baik,Sangat Memuaskan
Perempuan,Peternakan,SMAS,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Fisika,SMAN,IPA,DASAR,DASAR,500-1.000,Sangat Baik,Sangat Memuaskan
Perempuan,Matematika,SMKS,EKONOMI,MENENGAH,TINGGI,1.000-2.000,Cukup,Memuaskan
Perempuan,Peternakan,SMAN,IPA,DASAR,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Peternakan,SMAN,IPA,DASAR,DASAR,100-500,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,TINGGI,MENENGAH,2.000-5.000,Cukup,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,MENENGAH,DASAR,100-500,Cukup,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,1.000-2.000,Kurang,Sangat Memuaskan
Perempuan,Kimia,SMAN,IPA,DASAR,DASAR,100-500,Kurang,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,500-1.000,Baik,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,MENENGAH,DASAR,500-1.000,Kurang,Sangat Memuaskan
Perempuan,Biologi,SMAN,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
Laki-laki,Peternakan,SMAN,IPA,TINGGI,TINGGI,2.000-5.000,Sangat Baik,Sangat Memuaskan
Laki-laki,TI,MAN,IPA,TINGGI,TINGGI,5.000-20.000,Sangat Baik,Sangat Memuaskan
Laki-laki,Arsitektur,MAN,IPA,DASAR,DASAR,100-500,Cukup,Sangat Memuaskan
